"LOCATION","INDICATOR","SUBJECT","MEASURE","FREQUENCY","TIME","Value","Flag Codes"
"IND","PPP","TOT","NATUSD","A","1970",2.847075,
"IND","PPP","TOT","NATUSD","A","1971",2.849501,
"IND","PPP","TOT","NATUSD","A","1972",3.025621,
"IND","PPP","TOT","NATUSD","A","1973",3.382865,
"IND","PPP","TOT","NATUSD","A","1974",3.599771,
"IND","PPP","TOT","NATUSD","A","1975",3.217223,
"IND","PPP","TOT","NATUSD","A","1976",3.22959,
"IND","PPP","TOT","NATUSD","A","1977",3.224656,
"IND","PPP","TOT","NATUSD","A","1978",3.081847,
"IND","PPP","TOT","NATUSD","A","1979",3.265358,
"IND","PPP","TOT","NATUSD","A","1980",3.347865,
"IND","PPP","TOT","NATUSD","A","1981",3.379142,
"IND","PPP","TOT","NATUSD","A","1982",3.429847,
"IND","PPP","TOT","NATUSD","A","1983",3.596462,
"IND","PPP","TOT","NATUSD","A","1984",3.732936,
"IND","PPP","TOT","NATUSD","A","1985",3.85735,
"IND","PPP","TOT","NATUSD","A","1986",4.421835,
"IND","PPP","TOT","NATUSD","A","1987",4.717656,
"IND","PPP","TOT","NATUSD","A","1988",4.932062,
"IND","PPP","TOT","NATUSD","A","1989",5.146414,
"IND","PPP","TOT","NATUSD","A","1990",5.495992,
"IND","PPP","TOT","NATUSD","A","1991",6.047286,
"IND","PPP","TOT","NATUSD","A","1992",6.442613,
"IND","PPP","TOT","NATUSD","A","1993",6.914083,
"IND","PPP","TOT","NATUSD","A","1994",7.445126,
"IND","PPP","TOT","NATUSD","A","1995",7.953088,
"IND","PPP","TOT","NATUSD","A","1996",8.401703,
"IND","PPP","TOT","NATUSD","A","1997",8.794171,
"IND","PPP","TOT","NATUSD","A","1998",9.392878,
"IND","PPP","TOT","NATUSD","A","1999",9.546556,
"IND","PPP","TOT","NATUSD","A","2000",9.675326,
"IND","PPP","TOT","NATUSD","A","2001",9.766415,
"IND","PPP","TOT","NATUSD","A","2002",9.973858,
"IND","PPP","TOT","NATUSD","A","2003",10.159126,
"IND","PPP","TOT","NATUSD","A","2004",10.459989,
"IND","PPP","TOT","NATUSD","A","2005",10.712126,
"IND","PPP","TOT","NATUSD","A","2006",11.264471,
"IND","PPP","TOT","NATUSD","A","2007",11.729724,
"IND","PPP","TOT","NATUSD","A","2008",12.567122,
"IND","PPP","TOT","NATUSD","A","2009",13.366222,
"IND","PPP","TOT","NATUSD","A","2010",14.597721,
"IND","PPP","TOT","NATUSD","A","2011",15.549549,
"IND","PPP","TOT","NATUSD","A","2012",16.160835,
"IND","PPP","TOT","NATUSD","A","2013",17.342325,
"IND","PPP","TOT","NATUSD","A","2014",18.386549,
"IND","PPP","TOT","NATUSD","A","2015",19.235003,
"IND","PPP","TOT","NATUSD","A","2016",19.898727,
"IND","PPP","TOT","NATUSD","A","2017",20.647793,
"IND","PPP","TOT","NATUSD","A","2018",20.949321,
"IND","PPP","TOT","NATUSD","A","2019",21.073227,
"IND","PPP","TOT","NATUSD","A","2020",21.988508,
"IND","PPP","TOT","NATUSD","A","2021",23.138138,
"IDN","PPP","TOT","NATUSD","A","1980",272.368,
"IDN","PPP","TOT","NATUSD","A","1981",260.402,
"IDN","PPP","TOT","NATUSD","A","1982",257.744,
"IDN","PPP","TOT","NATUSD","A","1983",296.536,
"IDN","PPP","TOT","NATUSD","A","1984",309.313,
"IDN","PPP","TOT","NATUSD","A","1985",315.658,
"IDN","PPP","TOT","NATUSD","A","1986",309.437,
"IDN","PPP","TOT","NATUSD","A","1987",349.247,
"IDN","PPP","TOT","NATUSD","A","1988",363.18,
"IDN","PPP","TOT","NATUSD","A","1989",390.346,
"IDN","PPP","TOT","NATUSD","A","1990",349.76306,
"IDN","PPP","TOT","NATUSD","A","1991",368.451897,
"IDN","PPP","TOT","NATUSD","A","1992",386.499841,
"IDN","PPP","TOT","NATUSD","A","1993",449.861286,
"IDN","PPP","TOT","NATUSD","A","1994",474.708048,
"IDN","PPP","TOT","NATUSD","A","1995",510.905725,
"IDN","PPP","TOT","NATUSD","A","1996",545.251137,
"IDN","PPP","TOT","NATUSD","A","1997",603.391635,
"IDN","PPP","TOT","NATUSD","A","1998",1045.800738,
"IDN","PPP","TOT","NATUSD","A","1999",1177.307625,
"IDN","PPP","TOT","NATUSD","A","2000",1386.6225,
"IDN","PPP","TOT","NATUSD","A","2001",1549.930902,
"IDN","PPP","TOT","NATUSD","A","2002",1616.127771,
"IDN","PPP","TOT","NATUSD","A","2003",1671.816675,
"IDN","PPP","TOT","NATUSD","A","2004",1767.32689,
"IDN","PPP","TOT","NATUSD","A","2005",1959.17998,
"IDN","PPP","TOT","NATUSD","A","2006",2168.274083,
"IDN","PPP","TOT","NATUSD","A","2007",2348.910981,
"IDN","PPP","TOT","NATUSD","A","2008",2723.007031,
"IDN","PPP","TOT","NATUSD","A","2009",2929.552019,
"IDN","PPP","TOT","NATUSD","A","2010",3336.628125,
"IDN","PPP","TOT","NATUSD","A","2011",3512.753906,
"IDN","PPP","TOT","NATUSD","A","2012",3569.892578,
"IDN","PPP","TOT","NATUSD","A","2013",3765.671875,
"IDN","PPP","TOT","NATUSD","A","2014",4030.774658,
"IDN","PPP","TOT","NATUSD","A","2015",4353.327148,
"IDN","PPP","TOT","NATUSD","A","2016",4518.104004,
"IDN","PPP","TOT","NATUSD","A","2017",4695.658691,
"IDN","PPP","TOT","NATUSD","A","2018",4761.208348,
"IDN","PPP","TOT","NATUSD","A","2019",4752.310403,
"IDN","PPP","TOT","NATUSD","A","2020",4675.215536,
"IDN","PPP","TOT","NATUSD","A","2021",4758.700957,
"ISR","PPP","TOT","NATUSD","A","1977",0.000783,
"ISR","PPP","TOT","NATUSD","A","1978",0.001143,
"ISR","PPP","TOT","NATUSD","A","1979",0.001866,
"ISR","PPP","TOT","NATUSD","A","1980",0.003858,
"ISR","PPP","TOT","NATUSD","A","1981",0.007916,
"ISR","PPP","TOT","NATUSD","A","1982",0.016942,
"ISR","PPP","TOT","NATUSD","A","1983",0.040746,
"ISR","PPP","TOT","NATUSD","A","1984",0.190644,
"ISR","PPP","TOT","NATUSD","A","1985",0.673664,
"ISR","PPP","TOT","NATUSD","A","1986",0.991603,
"ISR","PPP","TOT","NATUSD","A","1987",1.16294,
"ISR","PPP","TOT","NATUSD","A","1988",1.338602,
"ISR","PPP","TOT","NATUSD","A","1989",1.529017,
"ISR","PPP","TOT","NATUSD","A","1990",1.70866,
"ISR","PPP","TOT","NATUSD","A","1991",1.985465,
"ISR","PPP","TOT","NATUSD","A","1992",2.175302,
"ISR","PPP","TOT","NATUSD","A","1993",2.360594,
"ISR","PPP","TOT","NATUSD","A","1994",2.601021,
"ISR","PPP","TOT","NATUSD","A","1995",2.778649,
"ISR","PPP","TOT","NATUSD","A","1996",2.98048,
"ISR","PPP","TOT","NATUSD","A","1997",3.166904,
"ISR","PPP","TOT","NATUSD","A","1998",3.347042,
"ISR","PPP","TOT","NATUSD","A","1999",3.504641,
"ISR","PPP","TOT","NATUSD","A","2000",3.433306,
"ISR","PPP","TOT","NATUSD","A","2001",3.41632,
"ISR","PPP","TOT","NATUSD","A","2002",3.462676,
"ISR","PPP","TOT","NATUSD","A","2003",3.626385,
"ISR","PPP","TOT","NATUSD","A","2004",3.536061,
"ISR","PPP","TOT","NATUSD","A","2005",3.716937,
"ISR","PPP","TOT","NATUSD","A","2006",3.805817,
"ISR","PPP","TOT","NATUSD","A","2007",3.737526,
"ISR","PPP","TOT","NATUSD","A","2008",3.867205,
"ISR","PPP","TOT","NATUSD","A","2009",3.990633,
"ISR","PPP","TOT","NATUSD","A","2010",3.990075,
"ISR","PPP","TOT","NATUSD","A","2011",3.944763,
"ISR","PPP","TOT","NATUSD","A","2012",3.955358,
"ISR","PPP","TOT","NATUSD","A","2013",3.839566,
"ISR","PPP","TOT","NATUSD","A","2014",3.940387,
"ISR","PPP","TOT","NATUSD","A","2015",3.923925,
"ISR","PPP","TOT","NATUSD","A","2016",3.788511,
"ISR","PPP","TOT","NATUSD","A","2017",3.751633,
"ISR","PPP","TOT","NATUSD","A","2018",3.784664,
"ISR","PPP","TOT","NATUSD","A","2019",3.870607,
"ISR","PPP","TOT","NATUSD","A","2020",3.838431,
"ISR","PPP","TOT","NATUSD","A","2021",3.823412,
"RUS","PPP","TOT","NATUSD","A","1995",1.71517,
"RUS","PPP","TOT","NATUSD","A","1996",2.455975,
"RUS","PPP","TOT","NATUSD","A","1997",2.778421,
"RUS","PPP","TOT","NATUSD","A","1998",3.258399,
"RUS","PPP","TOT","NATUSD","A","1999",5.539641,
"RUS","PPP","TOT","NATUSD","A","2000",7.301404,
"RUS","PPP","TOT","NATUSD","A","2001",8.322817,
"RUS","PPP","TOT","NATUSD","A","2002",9.273504,
"RUS","PPP","TOT","NATUSD","A","2003",9.866787,
"RUS","PPP","TOT","NATUSD","A","2004",11.556843,
"RUS","PPP","TOT","NATUSD","A","2005",12.736131,
"RUS","PPP","TOT","NATUSD","A","2006",12.618288,
"RUS","PPP","TOT","NATUSD","A","2007",13.984503,
"RUS","PPP","TOT","NATUSD","A","2008",14.341196,
"RUS","PPP","TOT","NATUSD","A","2009",14.016913,
"RUS","PPP","TOT","NATUSD","A","2010",15.821142,
"RUS","PPP","TOT","NATUSD","A","2011",18.443729,
"RUS","PPP","TOT","NATUSD","A","2012",19.56826,
"RUS","PPP","TOT","NATUSD","A","2013",19.505592,
"RUS","PPP","TOT","NATUSD","A","2014",20.998875,
"RUS","PPP","TOT","NATUSD","A","2015",23.562632,
"RUS","PPP","TOT","NATUSD","A","2016",24.192337,
"RUS","PPP","TOT","NATUSD","A","2017",24.124181,
"RUS","PPP","TOT","NATUSD","A","2018",24.542904,
"RUS","PPP","TOT","NATUSD","A","2019",24.838261,
"RUS","PPP","TOT","NATUSD","A","2020",24.492859,
"RUS","PPP","TOT","NATUSD","A","2021",27.245891,
"SVN","PPP","TOT","NATUSD","A","1990",0.034722,
"SVN","PPP","TOT","NATUSD","A","1991",0.065469,
"SVN","PPP","TOT","NATUSD","A","1992",0.197265,
"SVN","PPP","TOT","NATUSD","A","1993",0.264148,
"SVN","PPP","TOT","NATUSD","A","1994",0.317047,
"SVN","PPP","TOT","NATUSD","A","1995",0.389424,
"SVN","PPP","TOT","NATUSD","A","1996",0.426901,
"SVN","PPP","TOT","NATUSD","A","1997",0.455875,
"SVN","PPP","TOT","NATUSD","A","1998",0.482478,
"SVN","PPP","TOT","NATUSD","A","1999",0.508506,
"SVN","PPP","TOT","NATUSD","A","2000",0.526506,
"SVN","PPP","TOT","NATUSD","A","2001",0.560176,
"SVN","PPP","TOT","NATUSD","A","2002",0.583286,
"SVN","PPP","TOT","NATUSD","A","2003",0.607865,
"SVN","PPP","TOT","NATUSD","A","2004",0.607826,
"SVN","PPP","TOT","NATUSD","A","2005",0.610135,
"SVN","PPP","TOT","NATUSD","A","2006",0.609772,
"SVN","PPP","TOT","NATUSD","A","2007",0.630295,
"SVN","PPP","TOT","NATUSD","A","2008",0.633789,
"SVN","PPP","TOT","NATUSD","A","2009",0.64544,
"SVN","PPP","TOT","NATUSD","A","2010",0.637909,
"SVN","PPP","TOT","NATUSD","A","2011",0.62397,
"SVN","PPP","TOT","NATUSD","A","2012",0.606793,
"SVN","PPP","TOT","NATUSD","A","2013",0.590407,
"SVN","PPP","TOT","NATUSD","A","2014",0.591238,
"SVN","PPP","TOT","NATUSD","A","2015",0.595298,
"SVN","PPP","TOT","NATUSD","A","2016",0.577106,
"SVN","PPP","TOT","NATUSD","A","2017",0.570149,
"SVN","PPP","TOT","NATUSD","A","2018",0.567612,
"SVN","PPP","TOT","NATUSD","A","2019",0.552159,
"SVN","PPP","TOT","NATUSD","A","2020",0.547252,
"SVN","PPP","TOT","NATUSD","A","2021",0.56333,
"ZAF","PPP","TOT","NATUSD","A","1970",0.264638,
"ZAF","PPP","TOT","NATUSD","A","1971",0.267003,
"ZAF","PPP","TOT","NATUSD","A","1972",0.284232,
"ZAF","PPP","TOT","NATUSD","A","1973",0.319083,
"ZAF","PPP","TOT","NATUSD","A","1974",0.339394,
"ZAF","PPP","TOT","NATUSD","A","1975",0.344235,
"ZAF","PPP","TOT","NATUSD","A","1976",0.360337,
"ZAF","PPP","TOT","NATUSD","A","1977",0.377132,
"ZAF","PPP","TOT","NATUSD","A","1978",0.393263,
"ZAF","PPP","TOT","NATUSD","A","1979",0.417844,
"ZAF","PPP","TOT","NATUSD","A","1980",0.478568,
"ZAF","PPP","TOT","NATUSD","A","1981",0.481509,
"ZAF","PPP","TOT","NATUSD","A","1982",0.51691,
"ZAF","PPP","TOT","NATUSD","A","1983",0.579614,
"ZAF","PPP","TOT","NATUSD","A","1984",0.62364,
"ZAF","PPP","TOT","NATUSD","A","1985",0.70617,
"ZAF","PPP","TOT","NATUSD","A","1986",0.810963,
"ZAF","PPP","TOT","NATUSD","A","1987",0.905983,
"ZAF","PPP","TOT","NATUSD","A","1988",1.00769,
"ZAF","PPP","TOT","NATUSD","A","1989",1.136695,
"ZAF","PPP","TOT","NATUSD","A","1990",1.258557,
"ZAF","PPP","TOT","NATUSD","A","1991",1.407964,
"ZAF","PPP","TOT","NATUSD","A","1992",1.579144,
"ZAF","PPP","TOT","NATUSD","A","1993",1.742831,
"ZAF","PPP","TOT","NATUSD","A","1994",1.873827,
"ZAF","PPP","TOT","NATUSD","A","1995",2.034262,
"ZAF","PPP","TOT","NATUSD","A","1996",2.157941,
"ZAF","PPP","TOT","NATUSD","A","1997",2.293984,
"ZAF","PPP","TOT","NATUSD","A","1998",2.451646,
"ZAF","PPP","TOT","NATUSD","A","1999",2.584119,
"ZAF","PPP","TOT","NATUSD","A","2000",2.758894,
"ZAF","PPP","TOT","NATUSD","A","2001",2.908572,
"ZAF","PPP","TOT","NATUSD","A","2002",3.223016,
"ZAF","PPP","TOT","NATUSD","A","2003",3.362784,
"ZAF","PPP","TOT","NATUSD","A","2004",3.472747,
"ZAF","PPP","TOT","NATUSD","A","2005",3.555619,
"ZAF","PPP","TOT","NATUSD","A","2006",3.658372,
"ZAF","PPP","TOT","NATUSD","A","2007",3.855828,
"ZAF","PPP","TOT","NATUSD","A","2008",4.080267,
"ZAF","PPP","TOT","NATUSD","A","2009",4.405504,
"ZAF","PPP","TOT","NATUSD","A","2010",4.61997,
"ZAF","PPP","TOT","NATUSD","A","2011",4.776628,
"ZAF","PPP","TOT","NATUSD","A","2012",5.107817,
"ZAF","PPP","TOT","NATUSD","A","2013",5.295738,
"ZAF","PPP","TOT","NATUSD","A","2014",5.571891,
"ZAF","PPP","TOT","NATUSD","A","2015",5.825256,
"ZAF","PPP","TOT","NATUSD","A","2016",6.159093,
"ZAF","PPP","TOT","NATUSD","A","2017",6.426701,
"ZAF","PPP","TOT","NATUSD","A","2018",6.525087,
"ZAF","PPP","TOT","NATUSD","A","2019",6.698856,
"ZAF","PPP","TOT","NATUSD","A","2020",6.96812,
"ZAF","PPP","TOT","NATUSD","A","2021",7.168097,
"DEW","PPP","TOT","NATUSD","A","1960",1.242774,
"DEW","PPP","TOT","NATUSD","A","1961",1.288992,
"DEW","PPP","TOT","NATUSD","A","1962",1.309573,
"DEW","PPP","TOT","NATUSD","A","1963",1.330448,
"DEW","PPP","TOT","NATUSD","A","1964",1.346592,
"DEW","PPP","TOT","NATUSD","A","1965",1.358786,
"DEW","PPP","TOT","NATUSD","A","1966",1.358207,
"DEW","PPP","TOT","NATUSD","A","1967",1.340967,
"DEW","PPP","TOT","NATUSD","A","1968",1.308165,
"DEW","PPP","TOT","NATUSD","A","1969",1.295629,
"DEW","PPP","TOT","NATUSD","A","1970",1.303072,
"DEW","PPP","TOT","NATUSD","A","1971",1.334555,
"DEW","PPP","TOT","NATUSD","A","1972",1.337055,
"DEW","PPP","TOT","NATUSD","A","1973",1.347917,
"DEW","PPP","TOT","NATUSD","A","1974",1.326776,
"DEW","PPP","TOT","NATUSD","A","1975",1.28311,
"DEW","PPP","TOT","NATUSD","A","1976",1.256547,
"DEW","PPP","TOT","NATUSD","A","1977",1.219827,
"DEW","PPP","TOT","NATUSD","A","1978",1.18022,
"DEW","PPP","TOT","NATUSD","A","1979",1.136884,
"DEW","PPP","TOT","NATUSD","A","1980",1.099667,
"DEW","PPP","TOT","NATUSD","A","1981",1.04778,
"DEW","PPP","TOT","NATUSD","A","1982",1.031753,
"DEW","PPP","TOT","NATUSD","A","1983",1.02045,
"DEW","PPP","TOT","NATUSD","A","1984",1.005072,
"DEW","PPP","TOT","NATUSD","A","1985",0.994618,
"DEW","PPP","TOT","NATUSD","A","1986",1.004198,
"DEW","PPP","TOT","NATUSD","A","1987",0.991735,
"DEW","PPP","TOT","NATUSD","A","1988",0.974387,
"DEW","PPP","TOT","NATUSD","A","1989",0.96492,
"DEW","PPP","TOT","NATUSD","A","1990",0.962098,
"DEW","PPP","TOT","NATUSD","A","1991",0.959853,
"DEW","PPP","TOT","NATUSD","A","1992",0.989134,
"DEW","PPP","TOT","NATUSD","A","1993",1.004635,
"DEW","PPP","TOT","NATUSD","A","1994",1.008222,
"DEW","PPP","TOT","NATUSD","A","1995",1.007466,
"LVA","PPP","TOT","NATUSD","A","1994",0.243,
"LVA","PPP","TOT","NATUSD","A","1995",0.296034,
"LVA","PPP","TOT","NATUSD","A","1996",0.32802,
"LVA","PPP","TOT","NATUSD","A","1997",0.341878,
"LVA","PPP","TOT","NATUSD","A","1998",0.35307,
"LVA","PPP","TOT","NATUSD","A","1999",0.354316,
"LVA","PPP","TOT","NATUSD","A","2000",0.360807,
"LVA","PPP","TOT","NATUSD","A","2001",0.353372,
"LVA","PPP","TOT","NATUSD","A","2002",0.360954,
"LVA","PPP","TOT","NATUSD","A","2003",0.37821,
"LVA","PPP","TOT","NATUSD","A","2004",0.399331,
"LVA","PPP","TOT","NATUSD","A","2005",0.438592,
"LVA","PPP","TOT","NATUSD","A","2006",0.488962,
"LVA","PPP","TOT","NATUSD","A","2007",0.565745,
"LVA","PPP","TOT","NATUSD","A","2008",0.575542,
"LVA","PPP","TOT","NATUSD","A","2009",0.521103,
"LVA","PPP","TOT","NATUSD","A","2010",0.487009,
"LVA","PPP","TOT","NATUSD","A","2011",0.498503,
"LVA","PPP","TOT","NATUSD","A","2012",0.506203,
"LVA","PPP","TOT","NATUSD","A","2013",0.499271,
"LVA","PPP","TOT","NATUSD","A","2014",0.497558,
"LVA","PPP","TOT","NATUSD","A","2015",0.497569,
"LVA","PPP","TOT","NATUSD","A","2016",0.484535,
"LVA","PPP","TOT","NATUSD","A","2017",0.484537,
"LVA","PPP","TOT","NATUSD","A","2018",0.489931,
"LVA","PPP","TOT","NATUSD","A","2019",0.486826,
"LVA","PPP","TOT","NATUSD","A","2020",0.482819,
"LVA","PPP","TOT","NATUSD","A","2021",0.509094,
"LTU","PPP","TOT","NATUSD","A","1995",0.360577,
"LTU","PPP","TOT","NATUSD","A","1996",0.422245,
"LTU","PPP","TOT","NATUSD","A","1997",0.463794,
"LTU","PPP","TOT","NATUSD","A","1998",0.472578,
"LTU","PPP","TOT","NATUSD","A","1999",0.461163,
"LTU","PPP","TOT","NATUSD","A","2000",0.451663,
"LTU","PPP","TOT","NATUSD","A","2001",0.432808,
"LTU","PPP","TOT","NATUSD","A","2002",0.420731,
"LTU","PPP","TOT","NATUSD","A","2003",0.403973,
"LTU","PPP","TOT","NATUSD","A","2004",0.414036,
"LTU","PPP","TOT","NATUSD","A","2005",0.435161,
"LTU","PPP","TOT","NATUSD","A","2006",0.446318,
"LTU","PPP","TOT","NATUSD","A","2007",0.470144,
"LTU","PPP","TOT","NATUSD","A","2008",0.492829,
"LTU","PPP","TOT","NATUSD","A","2009",0.469369,
"LTU","PPP","TOT","NATUSD","A","2010",0.450379,
"LTU","PPP","TOT","NATUSD","A","2011",0.451919,
"LTU","PPP","TOT","NATUSD","A","2012",0.452657,
"LTU","PPP","TOT","NATUSD","A","2013",0.443347,
"LTU","PPP","TOT","NATUSD","A","2014",0.44262,
"LTU","PPP","TOT","NATUSD","A","2015",0.445858,
"LTU","PPP","TOT","NATUSD","A","2016",0.43844,
"LTU","PPP","TOT","NATUSD","A","2017",0.44272,
"LTU","PPP","TOT","NATUSD","A","2018",0.44662,
"LTU","PPP","TOT","NATUSD","A","2019",0.438136,
"LTU","PPP","TOT","NATUSD","A","2020",0.443803,
"LTU","PPP","TOT","NATUSD","A","2021",0.457885,
"SAU","PPP","TOT","NATUSD","A","1970",0.446188,
"SAU","PPP","TOT","NATUSD","A","1971",0.471683,
"SAU","PPP","TOT","NATUSD","A","1972",0.454919,
"SAU","PPP","TOT","NATUSD","A","1973",0.474891,
"SAU","PPP","TOT","NATUSD","A","1974",0.99438,
"SAU","PPP","TOT","NATUSD","A","1975",0.882648,
"SAU","PPP","TOT","NATUSD","A","1976",1.019232,
"SAU","PPP","TOT","NATUSD","A","1977",1.038029,
"SAU","PPP","TOT","NATUSD","A","1978",1.021863,
"SAU","PPP","TOT","NATUSD","A","1979",1.183677,
"SAU","PPP","TOT","NATUSD","A","1980",1.483953,
"SAU","PPP","TOT","NATUSD","A","1981",1.474692,
"SAU","PPP","TOT","NATUSD","A","1982",1.316578,
"SAU","PPP","TOT","NATUSD","A","1983",1.172671,
"SAU","PPP","TOT","NATUSD","A","1984",1.103191,
"SAU","PPP","TOT","NATUSD","A","1985",0.997756,
"SAU","PPP","TOT","NATUSD","A","1986",0.796399,
"SAU","PPP","TOT","NATUSD","A","1987",0.806691,
"SAU","PPP","TOT","NATUSD","A","1988",0.741503,
"SAU","PPP","TOT","NATUSD","A","1989",0.770356,
"SAU","PPP","TOT","NATUSD","A","1990",0.846625,
"SAU","PPP","TOT","NATUSD","A","1991",0.800402,
"SAU","PPP","TOT","NATUSD","A","1992",0.780247,
"SAU","PPP","TOT","NATUSD","A","1993",0.749495,
"SAU","PPP","TOT","NATUSD","A","1994",0.74186,
"SAU","PPP","TOT","NATUSD","A","1995",0.7689,
"SAU","PPP","TOT","NATUSD","A","1996",0.814295,
"SAU","PPP","TOT","NATUSD","A","1997",0.828186,
"SAU","PPP","TOT","NATUSD","A","1998",0.704855,
"SAU","PPP","TOT","NATUSD","A","1999",0.795763,
"SAU","PPP","TOT","NATUSD","A","2000",0.863324,
"SAU","PPP","TOT","NATUSD","A","2001",0.830399,
"SAU","PPP","TOT","NATUSD","A","2002",0.866362,
"SAU","PPP","TOT","NATUSD","A","2003",0.869276,
"SAU","PPP","TOT","NATUSD","A","2004",0.94015,
"SAU","PPP","TOT","NATUSD","A","2005",1.095242,
"SAU","PPP","TOT","NATUSD","A","2006",1.18541,
"SAU","PPP","TOT","NATUSD","A","2007",1.25158,
"SAU","PPP","TOT","NATUSD","A","2008",1.445263,
"SAU","PPP","TOT","NATUSD","A","2009",1.210407,
"SAU","PPP","TOT","NATUSD","A","2010",1.401647,
"SAU","PPP","TOT","NATUSD","A","2011",1.586354,
"SAU","PPP","TOT","NATUSD","A","2012",1.650197,
"SAU","PPP","TOT","NATUSD","A","2013",1.666466,
"SAU","PPP","TOT","NATUSD","A","2014",1.646281,
"SAU","PPP","TOT","NATUSD","A","2015",1.591297,
"SAU","PPP","TOT","NATUSD","A","2016",1.63892,
"SAU","PPP","TOT","NATUSD","A","2017",1.649027,
"SAU","PPP","TOT","NATUSD","A","2018",1.863075,
"SAU","PPP","TOT","NATUSD","A","2019",1.795289,
"SAU","PPP","TOT","NATUSD","A","2020",1.619635,
"SAU","PPP","TOT","NATUSD","A","2021",1.784958,
"EA19","PPP","TOT","NATUSD","A","1995",0.885313,
"EA19","PPP","TOT","NATUSD","A","1996",0.89317,
"EA19","PPP","TOT","NATUSD","A","1997",0.877668,
"EA19","PPP","TOT","NATUSD","A","1998",0.870048,
"EA19","PPP","TOT","NATUSD","A","1999",0.874114,
"EA19","PPP","TOT","NATUSD","A","2000",0.863575,
"EA19","PPP","TOT","NATUSD","A","2001",0.860479,
"EA19","PPP","TOT","NATUSD","A","2002",0.852016,
"EA19","PPP","TOT","NATUSD","A","2003",0.857832,
"EA19","PPP","TOT","NATUSD","A","2004",0.856015,
"EA19","PPP","TOT","NATUSD","A","2005",0.852717,
"EA19","PPP","TOT","NATUSD","A","2006",0.826473,
"EA19","PPP","TOT","NATUSD","A","2007",0.820103,
"EA19","PPP","TOT","NATUSD","A","2008",0.806163,
"EA19","PPP","TOT","NATUSD","A","2009",0.794982,
"EA19","PPP","TOT","NATUSD","A","2010",0.792929,
"EA19","PPP","TOT","NATUSD","A","2011",0.780439,
"EA19","PPP","TOT","NATUSD","A","2012",0.774154,
"EA19","PPP","TOT","NATUSD","A","2013",0.755531,
"EA19","PPP","TOT","NATUSD","A","2014",0.752018,
"EA19","PPP","TOT","NATUSD","A","2015",0.755233,
"EA19","PPP","TOT","NATUSD","A","2016",0.729715,
"EA19","PPP","TOT","NATUSD","A","2017",0.721081,
"EA19","PPP","TOT","NATUSD","A","2018",0.713376,
"EA19","PPP","TOT","NATUSD","A","2019",0.695402,
"EA19","PPP","TOT","NATUSD","A","2020",0.692448,
"EA19","PPP","TOT","NATUSD","A","2021",0.699479,
"ARG","PPP","TOT","NATUSD","A","1990",0.293966,
"ARG","PPP","TOT","NATUSD","A","1991",0.683869,
"ARG","PPP","TOT","NATUSD","A","1992",0.776094,
"ARG","PPP","TOT","NATUSD","A","1993",0.731127,
"ARG","PPP","TOT","NATUSD","A","1994",0.736237,
"ARG","PPP","TOT","NATUSD","A","1995",0.74394,
"ARG","PPP","TOT","NATUSD","A","1996",0.730181,
"ARG","PPP","TOT","NATUSD","A","1997",0.714473,
"ARG","PPP","TOT","NATUSD","A","1998",0.694473,
"ARG","PPP","TOT","NATUSD","A","1999",0.672245,
"ARG","PPP","TOT","NATUSD","A","2000",0.664171,
"ARG","PPP","TOT","NATUSD","A","2001",0.64242,
"ARG","PPP","TOT","NATUSD","A","2002",0.825842,
"ARG","PPP","TOT","NATUSD","A","2003",0.894859,
"ARG","PPP","TOT","NATUSD","A","2004",1.031495,
"ARG","PPP","TOT","NATUSD","A","2005",1.103322,
"ARG","PPP","TOT","NATUSD","A","2006",1.217367,
"ARG","PPP","TOT","NATUSD","A","2007",1.362421,
"ARG","PPP","TOT","NATUSD","A","2008",1.64653,
"ARG","PPP","TOT","NATUSD","A","2009",1.887629,
"ARG","PPP","TOT","NATUSD","A","2010",2.255324,
"ARG","PPP","TOT","NATUSD","A","2011",2.733128,
"ARG","PPP","TOT","NATUSD","A","2012",3.218154,
"ARG","PPP","TOT","NATUSD","A","2013",3.940967,
"ARG","PPP","TOT","NATUSD","A","2014",5.451964,
"ARG","PPP","TOT","NATUSD","A","2015",6.866548,
"ARG","PPP","TOT","NATUSD","A","2016",9.294966,
"ARG","PPP","TOT","NATUSD","A","2017",10.256822,
"ARG","PPP","TOT","NATUSD","A","2018",14.228226,
"ARG","PPP","TOT","NATUSD","A","2019",21.096103,
"ARG","PPP","TOT","NATUSD","A","2020",29.160147,
"ARG","PPP","TOT","NATUSD","A","2021",43.135409,
"CRI","PPP","TOT","NATUSD","A","1990",33.140615,
"CRI","PPP","TOT","NATUSD","A","1991",51.686212,
"CRI","PPP","TOT","NATUSD","A","1992",60.504463,
"CRI","PPP","TOT","NATUSD","A","1993",65.271301,
"CRI","PPP","TOT","NATUSD","A","1994",73.921093,
"CRI","PPP","TOT","NATUSD","A","1995",87.77853,
"CRI","PPP","TOT","NATUSD","A","1996",99.194971,
"CRI","PPP","TOT","NATUSD","A","1997",111.828319,
"CRI","PPP","TOT","NATUSD","A","1998",123.785336,
"CRI","PPP","TOT","NATUSD","A","1999",135.528313,
"CRI","PPP","TOT","NATUSD","A","2000",144.969577,
"CRI","PPP","TOT","NATUSD","A","2001",155.557427,
